,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD,ADA-USD,ATOM-USD,BCH-USD,BNB-USD,BTC-USD,BUSD-USD,CRO-USD,DAI-USD,DOGE-USD,ETC-USD,ETH-USD,FTT-USD,LEO-USD,LINK-USD,LTC-USD,TRX-USD,WBTC-USD,XRP-USD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,0.03345799818634987,4.380157947540283,204.3975372314453,13.689083099365234,7200.17431640625,1.0033609867095947,0.033973000943660736,1.0002429485321045,0.00203300011344254,4.502791881561279,130.802001953125,2.143433094024658,0.8199599981307983,1.8066400289535522,42.01771926879883,0.013249999843537807,7224.7412109375,0.19266700744628906,0.03345799818634987,4.380157947540283,204.3975372314453,13.689083099365234,7200.17431640625,1.0033609867095947,0.033973000943660736,1.0002429485321045,0.00203300011344254,4.502791881561279,130.802001953125,2.143433094024658,0.8199599981307983,1.8066400289535522,42.01771926879883,0.013249999843537807,7224.7412109375,0.19266700744628906,0.0338129997253418,4.467644214630127,208.0775146484375,13.873946189880371,7254.33056640625,1.0055880546569824,0.034196000546216965,1.003898024559021,0.0020520000252872705,4.558976173400879,132.83535766601562,2.163909912109375,0.8260160088539124,1.8514169454574585,42.28501892089844,0.013388000428676605,7278.0029296875,0.19436199963092804,0.03270399942994118,4.204366207122803,203.2051544189453,13.65494155883789,7174.9443359375,1.0009740591049194,0.03357600048184395,0.9957799911499023,0.0020210000220686197,4.478464126586914,129.1982879638672,2.140678882598877,0.8120070099830627,1.7634199857711792,41.28803253173828,0.013193000108003616,7160.7548828125,0.19210700690746307,0.03283200040459633,4.216716766357422,204.67129516601562,13.730961799621582,7194.89208984375,1.0029209852218628,0.03357600048184395,0.9978489875793457,0.0020280000753700733,4.497427940368652,129.6306610107422,2.144718885421753,0.8162840008735657,1.7689260244369507,41.326534271240234,0.013294000178575516,7204.771484375,0.1929119974374771,22948374,107994513,1456113692,172980718,18565664997,1695088,11329574,2058558,51180941,578070570,7935230330,1589200,6094720,69723037,2782992323,977215885,90438,1041134003
2020-01-02,0.03275100141763687,4.0918169021606445,195.6985626220703,13.027010917663574,6985.47021484375,1.002925992012024,0.032857999205589294,0.9978229999542236,0.0020089999306946993,4.255887985229492,127.4101791381836,2.1418540477752686,0.8218200206756592,1.7411439418792725,39.82301330566406,0.01286999974399805,7006.900390625,0.1880429983139038,0.03275100141763687,4.0918169021606445,195.6985626220703,13.027010917663574,6985.47021484375,1.002925992012024,0.032857999205589294,0.9978229999542236,0.0020089999306946993,4.255887985229492,127.4101791381836,2.1418540477752686,0.8218200206756592,1.7411439418792725,39.82301330566406,0.01286999974399805,7006.900390625,0.1880429983139038,0.03350700065493584,4.381319046020508,205.13674926757812,13.715547561645508,7212.1552734375,1.0131160020828247,0.033973000943660736,1.0040470361709595,0.0021100000012665987,4.508206844329834,130.82003784179688,2.163055896759033,0.8316890001296997,1.8168820142745972,42.13474655151367,0.013253999873995781,7225.93505859375,0.19289599359035492,0.03244800120592117,4.0777201652526855,194.06980895996094,12.989974021911621,6935.27001953125,0.9996359944343567,0.0325779989361763,0.9946460127830505,0.0019829999655485153,4.20350980758667,126.95491027832031,2.129180908203125,0.8136019706726074,1.7216579914093018,39.68356704711914,0.012808999978005886,6959.64599609375,0.18694700300693512,0.03347399830818176,4.379121780395508,204.3545379638672,13.698125839233398,7202.55126953125,1.0033609867095947,0.033973000943660736,1.0002429485321045,0.00203399988822639,4.502638816833496,130.82003784179688,2.143112897872925,0.8206019997596741,1.8071609735488892,42.01808547973633,0.013253999873995781,7225.93505859375,0.19270800054073334,20843934,111325337,1432801807,156376427,20802083465,4504462,10238185,2925547,65071106,692082812,8032709256,3721555,6016153,52729126,2759827139,999867628,106071,1085351426
2020-01-03,0.03418000042438507,4.247897148132324,222.41297912597656,13.660451889038086,7344.88427734375,1.0047169923782349,0.03466600179672241,1.0021849870681763,0.002145000034943223,4.576237201690674,134.1717071533203,2.2096710205078125,0.8514789938926697,1.8097079992294312,42.41557312011719,0.013434999622404575,7341.85302734375,0.19352099299430847,0.03418000042438507,4.247897148132324,222.41297912597656,13.660451889038086,7344.88427734375,1.0047169923782349,0.03466600179672241,1.0021849870681763,0.002145000034943223,4.576237201690674,134.1717071533203,2.2096710205078125,0.8514789938926697,1.8097079992294312,42.41557312011719,0.013434999622404575,7341.85302734375,0.19352099299430847,0.03442699834704399,4.356595993041992,224.95086669921875,13.76370906829834,7413.71533203125,1.007851004600525,0.034929998219013214,1.0045830011367798,0.002177000045776367,4.6338090896606445,134.55401611328125,2.237168073654175,0.8540719747543335,1.8265340328216553,42.447174072265625,0.013523999601602554,7406.1484375,0.1940699964761734,0.03249099850654602,4.015514850616455,192.9794921875,13.012638092041016,6914.99609375,0.9860360026359558,0.03271700069308281,0.9917700290679932,0.0019910000264644623,4.203081130981445,126.49002075195312,2.1389379501342773,0.8165820240974426,1.7125780582427979,39.450843811035156,0.012772000394761562,6958.0341796875,0.1858460009098053,0.03274799883365631,4.105867862701416,196.0076904296875,13.03532886505127,6984.4287109375,1.0051130056381226,0.032965000718832016,0.9986780285835266,0.002007999923080206,4.249905109405518,127.41126251220703,2.144848108291626,0.8261510133743286,1.7409659624099731,39.863128662109375,0.012887000106275082,7005.7685546875,0.18794800341129303,30162644,138617691,2644279656,173683857,28111481032,9269972,13517006,3578684,62619988,853611122,10476845358,5532734,6575515,61298048,3260961326,1109470187,38445,1270017043
2020-01-04,0.034595001488924026,4.286355972290039,226.01869201660156,13.891511917114258,7410.65673828125,1.0084739923477173,0.034689001739025116,1.007794976234436,0.0022410000674426556,4.726841926574707,135.06936645507812,2.1847150325775146,0.8518829941749573,1.8401329517364502,43.32660675048828,0.013520999811589718,7408.1953125,0.19435499608516693,0.034595001488924026,4.286355972290039,226.01869201660156,13.891511917114258,7410.65673828125,1.0084739923477173,0.034689001739025116,1.007794976234436,0.0022410000674426556,4.726841926574707,135.06936645507812,2.1847150325775146,0.8518829941749573,1.8401329517364502,43.32660675048828,0.013520999811589718,7408.1953125,0.19435499608516693,0.03468500077724457,4.385616779327393,227.4605255126953,13.921914100646973,7427.3857421875,1.0164400339126587,0.034890998154878616,1.0126919746398926,0.0024900001008063555,4.732287883758545,136.05271911621094,2.22326397895813,0.8605449795722961,1.8511120080947876,43.34270477294922,0.013534000143408775,7462.498046875,0.1946530044078827,0.03387200087308884,4.233592987060547,220.28091430664062,13.56000804901123,7309.51416015625,1.0010000467300415,0.03419499844312668,0.9993849992752075,0.002050000010058284,4.5421319007873535,133.04055786132812,2.1704330444335938,0.8416730165481567,1.7897419929504395,41.933074951171875,0.01331000030040741,7282.88037109375,0.19183500111103058,0.03419100120663643,4.24574089050293,222.53656005859375,13.667442321777344,7345.37548828125,1.0044000148773193,0.03459800034761429,1.0019960403442383,0.0021440000273287296,4.5717291831970215,134.16851806640625,2.2094030380249023,0.8514959812164307,1.8097349405288696,42.38352584838867,0.013450000435113907,7340.81591796875,0.19352099299430847,29535781,90718305,1861485049,182230374,18444271275,5469981,9840614,3342562,94227582,771746505,7430904515,2715704,6349394,49108150,2843192897,991868126,51426,999331594
2020-01-05,0.034720998257398605,4.231876850128174,224.09652709960938,14.111019134521484,7411.3173828125,1.0082080364227295,0.03461800143122673,1.0076349973678589,0.0024190000258386135,4.907898902893066,136.2767791748047,2.15487003326416,0.8569830060005188,1.8077869415283203,43.55320739746094,0.013623000122606754,7401.396484375,0.1955370008945465,0.034720998257398605,4.231876850128174,224.09652709960938,14.111019134521484,7411.3173828125,1.0082080364227295,0.03461800143122673,1.0076349973678589,0.0024190000258386135,4.907898902893066,136.2767791748047,2.15487003326416,0.8569830060005188,1.8077869415283203,43.55320739746094,0.013623000122606754,7401.396484375,0.1955370008945465,0.03535600006580353,4.395145893096924,228.21929931640625,14.41080093383789,7544.4970703125,1.0163270235061646,0.03533700108528137,1.0155980587005615,0.002491000108420849,5.014710903167725,139.4102020263672,2.2148799896240234,0.865185022354126,1.8552290201187134,44.73361587524414,0.013913000002503395,7568.78857421875,0.19922299683094025,0.03454500064253807,4.215782165527344,222.35269165039062,13.886547088623047,7400.53564453125,1.0040589570999146,0.03459800034761429,1.0022729635238647,0.0021170000545680523,4.771708965301514,135.04562377929688,2.1484479904174805,0.8479940295219421,1.8036819696426392,42.99853515625,0.013522000052034855,7324.064453125,0.1938840001821518,0.0345739983022213,4.284224987030029,225.7798309326172,13.88833999633789,7410.45166015625,1.008080005645752,0.03479800000786781,1.0079419612884521,0.002240000059828162,4.773919105529785,135.0720977783203,2.1845920085906982,0.8517789840698242,1.8388789892196655,43.2913818359375,0.013531000353395939,7406.06689453125,0.19436700642108917,21479178,115399788,1681830248,202552703,19725074095,6417221,7626233,4610514,52631740,929077856,7526675353,3934363,6421925,55235942,3017148033,1079591214,196897,1168067557
2020-01-06,0.037271998822689056,4.1049418449401855,244.5572052001953,14.957807540893555,7769.21923828125,1.0015909671783447,0.03652900084853172,1.0030219554901123,0.0024629998952150345,5.046119213104248,144.3041534423828,2.1902759075164795,0.8716999888420105,1.937466025352478,45.81635284423828,0.014547999948263168,7792.345703125,0.22150999307632446,0.037271998822689056,4.1049418449401855,244.5572052001953,14.957807540893555,7769.21923828125,1.0015909671783447,0.03652900084853172,1.0030219554901123,0.0024629998952150345,5.046119213104248,144.3041534423828,2.1902759075164795,0.8716999888420105,1.937466025352478,45.81635284423828,0.014547999948263168,7792.345703125,0.22150999307632446,0.03729899972677231,4.251154899597168,245.1061248779297,15.003564834594727,7781.8671875,1.013069987297058,0.03654300048947334,1.0129610300064087,0.002563999965786934,5.116158962249756,144.32818603515625,2.1937949657440186,0.8772810101509094,1.9387680292129517,45.95787811279297,0.014547999948263168,7794.271484375,0.22383199632167816,0.03467399999499321,4.045156955718994,223.6918182373047,14.11124038696289,7409.29296875,0.9982159733772278,0.034605998545885086,0.9966490268707275,0.0023789999540895224,4.892305850982666,136.0796356201172,2.139600992202759,0.8527740240097046,1.8079839944839478,43.4943733215332,0.013601000420749187,7392.63232421875,0.19506800174713135,0.03475100174546242,4.232001781463623,224.34791564941406,14.11124038696289,7410.4521484375,1.0079220533370972,0.03471500054001808,1.0061919689178467,0.00241800001822412,4.908659934997559,136.3055419921875,2.1530659198760986,0.8572369813919067,1.8083250522613525,43.6038932800293,0.013616999611258507,7403.0966796875,0.19553600251674652,37988444,139523351,2328224536,224800409,23276261598,9634691,10044475,5758883,54562409,935281051,9093747121,5286374,7736059,80941179,3349237768,1204485570,108650,2301679290
2020-01-07,0.037046998739242554,4.096039772033691,243.2584991455078,15.009249687194824,8163.6923828125,1.0007280111312866,0.03821900114417076,0.9960110187530518,0.002432999899610877,4.834597110748291,143.5439910888672,2.1679160594940186,0.8857179880142212,2.114098072052002,46.424583435058594,0.014372999779880047,8140.17626953125,0.21391700208187103,0.037046998739242554,4.096039772033691,243.2584991455078,15.009249687194824,8163.6923828125,1.0007280111312866,0.03821900114417076,0.9960110187530518,0.002432999899610877,4.834597110748291,143.5439910888672,2.1679160594940186,0.8857179880142212,2.114098072052002,46.424583435058594,0.014372999779880047,8140.17626953125,0.21391700208187103,0.03780699893832207,4.246530055999756,245.8449249267578,15.135274887084961,8178.2158203125,1.0104360580444336,0.038378000259399414,1.0077229738235474,0.0024969999212771654,5.06031608581543,145.00177001953125,2.236814022064209,0.8888220191001892,2.125786066055298,46.8583869934082,0.014740999788045883,8196.443359375,0.2233860045671463,0.036653000861406326,4.069147109985352,234.17678833007812,14.568403244018555,7768.2275390625,0.9963170289993286,0.03658999875187874,0.9942539930343628,0.0023539999965578318,4.757142066955566,140.48887634277344,2.1348509788513184,0.8647390007972717,1.9050769805908203,44.723018646240234,0.014209999702870846,7788.64208984375,0.20904700458049774,0.03729100152850151,4.105193138122559,244.7130126953125,14.966209411621094,7768.68212890625,1.0015909671783447,0.0366239994764328,1.0030219554901123,0.0024850000627338886,5.045119762420654,144.31199645996094,2.1902759075164795,0.8716999888420105,1.9348360300064087,45.838680267333984,0.014593999832868576,7792.345703125,0.2215760052204132,51562680,136691939,2234914578,191948560,28767291327,17377527,5271187,6468096,52767343,1006600642,9257954672,15062625,7846688,140921324,3611521907,1120168579,198907,2237698314
2020-01-08,0.036435000598430634,4.010639190673828,241.0552215576172,14.602933883666992,8079.86279296875,1.0057439804077148,0.040192000567913055,1.0059679746627808,0.0022929999977350235,4.973395824432373,141.2581329345703,2.1858139038085938,0.9015269875526428,2.183605909347534,45.65376663208008,0.014069000259041786,8099.64306640625,0.20902599394321442,0.036435000598430634,4.010639190673828,241.0552215576172,14.602933883666992,8079.86279296875,1.0057439804077148,0.040192000567913055,1.0059679746627808,0.0022929999977350235,4.973395824432373,141.2581329345703,2.1858139038085938,0.9015269875526428,2.183605909347534,45.65376663208008,0.014069000259041786,8099.64306640625,0.20902599394321442,0.03855099901556969,4.1757659912109375,251.29730224609375,15.242218971252441,8396.73828125,1.0158449411392212,0.04186499863862991,1.012341022491455,0.0024649999104440212,5.060873985290527,146.8280029296875,2.197796106338501,0.9108080267906189,2.334433078765869,48.20276641845703,0.014623000286519527,8444.271484375,0.21670399606227875,0.03601500019431114,3.998339891433716,234.3932342529297,14.33795166015625,7956.7744140625,0.9914299845695496,0.03819499909877777,0.9899550080299377,0.002265000017359853,4.799260139465332,138.26820373535156,2.1319050788879395,0.8804380297660828,2.10817289352417,44.62704849243164,0.013886000029742718,7935.45068359375,0.2052139937877655,0.03705500066280365,4.094004154205322,243.07920837402344,15.022263526916504,8161.935546875,1.0007280111312866,0.03821900114417076,0.9960110187530518,0.002432999899610877,4.835409164428711,143.48782348632812,2.167581081390381,0.8857179880142212,2.113118886947632,46.4483528137207,0.014378000050783157,8140.17626953125,0.2138340026140213,49193345,128484380,2424659797,183632222,31672559265,19895939,6041245,8331934,77251526,998712344,9387194957,19029044,8487726,192821111,3633957130,1120252261,329037,1782128652
